channel,source,campaign,content,term,destination_url,bitly_slug_suggestion
paid_social,instagram,homeowners_fl_quote_intent_coastal_202602_v5,video_hook2,coastal_zip,https://app.usecanopy.com/c/tomlinson-and-co?utm_source=instagram&utm_medium=paid_social&utm_campaign=homeowners_fl_quote_intent_coastal_202602_v5&utm_content=video_hook2&utm_term=coastal_zip,tco-home-ig-co-video_hook2
paid_search,google,homeowners_fl_quote_intent_search_202602_v1,textad_a,florida_homeowners_insurance_quote,https://app.usecanopy.com/c/tomlinson-and-co?utm_source=google&utm_medium=paid_search&utm_campaign=homeowners_fl_quote_intent_search_202602_v1&utm_content=textad_a&utm_term=florida_homeowners_insurance_quote,tco-home-goog-a-1
paid_search,google,homeowners_fl_quote_intent_search_202602_v1,textad_b,florida_homeowners_insurance_quote,https://app.usecanopy.com/c/tomlinson-and-co?utm_source=google&utm_medium=paid_search&utm_campaign=homeowners_fl_quote_intent_search_202602_v1&utm_content=textad_b&utm_term=florida_homeowners_insurance_quote,tco-home-goog-b-1
paid_search,google,homeowners_fl_quote_intent_search_202602_v2,textad_a,home_insurance_florida,https://app.usecanopy.com/c/tomlinson-and-co?utm_source=google&utm_medium=paid_search&utm_campaign=homeowners_fl_quote_intent_search_202602_v2&utm_content=textad_a&utm_term=home_insurance_florida,tco-home-goog-a-2
paid_search,google,homeowners_fl_quote_intent_search_202602_v2,textad_b,home_insurance_florida,https://app.usecanopy.com/c/tomlinson-and-co?utm_source=google&utm_medium=paid_search&utm_campaign=homeowners_fl_quote_intent_search_202602_v2&utm_content=textad_b&utm_term=home_insurance_florida,tco-home-goog-b-2
paid_search,google,homeowners_fl_quote_intent_search_202602_v3,textad_a,shop_homeowners_insurance,https://app.usecanopy.com/c/tomlinson-and-co?utm_source=google&utm_medium=paid_search&utm_campaign=homeowners_fl_quote_intent_search_202602_v3&utm_content=textad_a&utm_term=shop_homeowners_insurance,tco-home-goog-a-3
paid_search,google,homeowners_fl_quote_intent_search_202602_v3,textad_b,shop_homeowners_insurance,https://app.usecanopy.com/c/tomlinson-and-co?utm_source=google&utm_medium=paid_search&utm_campaign=homeowners_fl_quote_intent_search_202602_v3&utm_content=textad_b&utm_term=shop_homeowners_insurance,tco-home-goog-b-3
paid_search,google,homeowners_fl_quote_intent_search_202602_v4,textad_a,best_homeowners_insurance_fl,https://app.usecanopy.com/c/tomlinson-and-co?utm_source=google&utm_medium=paid_search&utm_campaign=homeowners_fl_quote_intent_search_202602_v4&utm_content=textad_a&utm_term=best_homeowners_insurance_fl,tco-home-goog-a-4
paid_search,google,homeowners_fl_quote_intent_search_202602_v4,textad_b,best_homeowners_insurance_fl,https://app.usecanopy.com/c/tomlinson-and-co?utm_source=google&utm_medium=paid_search&utm_campaign=homeowners_fl_quote_intent_search_202602_v4&utm_content=textad_b&utm_term=best_homeowners_insurance_fl,tco-home-goog-b-4
paid_search,google,homeowners_fl_quote_intent_search_202602_v5,textad_a,home_policy_review_florida,https://app.usecanopy.com/c/tomlinson-and-co?utm_source=google&utm_medium=paid_search&utm_campaign=homeowners_fl_quote_intent_search_202602_v5&utm_content=textad_a&utm_term=home_policy_review_florida,tco-home-goog-a-5
paid_search,google,homeowners_fl_quote_intent_search_202602_v5,textad_b,home_policy_review_florida,https://app.usecanopy.com/c/tomlinson-and-co?utm_source=google&utm_medium=paid_search&utm_campaign=homeowners_fl_quote_intent_search_202602_v5&utm_content=textad_b&utm_term=home_policy_review_florida,tco-home-goog-b-5
referral,partner_jane_smith,homeowners_fl_partner_referral_202602_v1,intro_link_a,loan_officer_jane,https://app.usecanopy.com/c/tomlinson-and-co?utm_source=partner_jane_smith&utm_medium=referral&utm_campaign=homeowners_fl_partner_referral_202602_v1&utm_content=intro_link_a&utm_term=loan_officer_jane,tco-home-partner-1-a
referral,partner_jane_smith,homeowners_fl_partner_referral_202602_v1,intro_link_b,loan_officer_jane,https://app.usecanopy.com/c/tomlinson-and-co?utm_source=partner_jane_smith&utm_medium=referral&utm_campaign=homeowners_fl_partner_referral_202602_v1&utm_content=intro_link_b&utm_term=loan_officer_jane,tco-home-partner-1-b
referral,partner_mike_ross,homeowners_fl_partner_referral_202602_v2,intro_link_a,loan_officer_mike,https://app.usecanopy.com/c/tomlinson-and-co?utm_source=partner_mike_ross&utm_medium=referral&utm_campaign=homeowners_fl_partner_referral_202602_v2&utm_content=intro_link_a&utm_term=loan_officer_mike,tco-home-partner-2-a
referral,partner_mike_ross,homeowners_fl_partner_referral_202602_v2,intro_link_b,loan_officer_mike,https://app.usecanopy.com/c/tomlinson-and-co?utm_source=partner_mike_ross&utm_medium=referral&utm_campaign=homeowners_fl_partner_referral_202602_v2&utm_content=intro_link_b&utm_term=loan_officer_mike,tco-home-partner-2-b
referral,partner_sarah_lee,homeowners_fl_partner_referral_202602_v3,intro_link_a,realtor_sarah,https://app.usecanopy.com/c/tomlinson-and-co?utm_source=partner_sarah_lee&utm_medium=referral&utm_campaign=homeowners_fl_partner_referral_202602_v3&utm_content=intro_link_a&utm_term=realtor_sarah,tco-home-partner-3-a
referral,partner_sarah_lee,homeowners_fl_partner_referral_202602_v3,intro_link_b,realtor_sarah,https://app.usecanopy.com/c/tomlinson-and-co?utm_source=partner_sarah_lee&utm_medium=referral&utm_campaign=homeowners_fl_partner_referral_202602_v3&utm_content=intro_link_b&utm_term=realtor_sarah,tco-home-partner-3-b
referral,partner_tony_diaz,homeowners_fl_partner_referral_202602_v4,intro_link_a,realtor_tony,https://app.usecanopy.com/c/tomlinson-and-co?utm_source=partner_tony_diaz&utm_medium=referral&utm_campaign=homeowners_fl_partner_referral_202602_v4&utm_content=intro_link_a&utm_term=realtor_tony,tco-home-partner-4-a
referral,partner_tony_diaz,homeowners_fl_partner_referral_202602_v4,intro_link_b,realtor_tony,https://app.usecanopy.com/c/tomlinson-and-co?utm_source=partner_tony_diaz&utm_medium=referral&utm_campaign=homeowners_fl_partner_referral_202602_v4&utm_content=intro_link_b&utm_term=realtor_tony,tco-home-partner-4-b
referral,partner_closing_team_a,homeowners_fl_partner_referral_202602_v5,intro_link_a,closing_agent_teama,https://app.usecanopy.com/c/tomlinson-and-co?utm_source=partner_closing_team_a&utm_medium=referral&utm_campaign=homeowners_fl_partner_referral_202602_v5&utm_content=intro_link_a&utm_term=closing_agent_teama,tco-home-partner-5-a
referral,partner_closing_team_a,homeowners_fl_partner_referral_202602_v5,intro_link_b,closing_agent_teama,https://app.usecanopy.com/c/tomlinson-and-co?utm_source=partner_closing_team_a&utm_medium=referral&utm_campaign=homeowners_fl_partner_referral_202602_v5&utm_content=intro_link_b&utm_term=closing_agent_teama,tco-home-partner-5-b
sms,sms,homeowners_fl_expired_reactivation_202602_v1,sms_short_a,expired_homeowners,https://app.usecanopy.com/c/tomlinson-and-co?utm_source=sms&utm_medium=sms&utm_campaign=homeowners_fl_expired_reactivation_202602_v1&utm_content=sms_short_a&utm_term=expired_homeowners,tco-home-sms-exp-a1
email,email,homeowners_fl_expired_reactivation_202602_v1,email_a,expired_homeowners,https://app.usecanopy.com/c/tomlinson-and-co?utm_source=email&utm_medium=email&utm_campaign=homeowners_fl_expired_reactivation_202602_v1&utm_content=email_a&utm_term=expired_homeowners,tco-home-email-exp-a1
sms,sms,homeowners_fl_expired_reactivation_202602_v2,sms_short_a,expired_homeowners,https://app.usecanopy.com/c/tomlinson-and-co?utm_source=sms&utm_medium=sms&utm_campaign=homeowners_fl_expired_reactivation_202602_v2&utm_content=sms_short_a&utm_term=expired_homeowners,tco-home-sms-exp-a2
email,email,homeowners_fl_expired_reactivation_202602_v2,email_a,expired_homeowners,https://app.usecanopy.com/c/tomlinson-and-co?utm_source=email&utm_medium=email&utm_campaign=homeowners_fl_expired_reactivation_202602_v2&utm_content=email_a&utm_term=expired_homeowners,tco-home-email-exp-a2
sms,sms,homeowners_fl_expired_reactivation_202602_v3,sms_short_a,expired_homeowners,https://app.usecanopy.com/c/tomlinson-and-co?utm_source=sms&utm_medium=sms&utm_campaign=homeowners_fl_expired_reactivation_202602_v3&utm_content=sms_short_a&utm_term=expired_homeowners,tco-home-sms-exp-a3
email,email,homeowners_fl_expired_reactivation_202602_v3,email_a,expired_homeowners,https://app.usecanopy.com/c/tomlinson-and-co?utm_source=email&utm_medium=email&utm_campaign=homeowners_fl_expired_reactivation_202602_v3&utm_content=email_a&utm_term=expired_homeowners,tco-home-email-exp-a3
sms,sms,homeowners_fl_expired_reactivation_202602_v4,sms_short_a,expired_homeowners,https://app.usecanopy.com/c/tomlinson-and-co?utm_source=sms&utm_medium=sms&utm_campaign=homeowners_fl_expired_reactivation_202602_v4&utm_content=sms_short_a&utm_term=expired_homeowners,tco-home-sms-exp-a4
email,email,homeowners_fl_expired_reactivation_202602_v4,email_a,expired_homeowners,https://app.usecanopy.com/c/tomlinson-and-co?utm_source=email&utm_medium=email&utm_campaign=homeowners_fl_expired_reactivation_202602_v4&utm_content=email_a&utm_term=expired_homeowners,tco-home-email-exp-a4
sms,sms,homeowners_fl_expired_reactivation_202602_v5,sms_short_a,expired_homeowners,https://app.usecanopy.com/c/tomlinson-and-co?utm_source=sms&utm_medium=sms&utm_campaign=homeowners_fl_expired_reactivation_202602_v5&utm_content=sms_short_a&utm_term=expired_homeowners,tco-home-sms-exp-a5
email,email,homeowners_fl_expired_reactivation_202602_v5,email_a,expired_homeowners,https://app.usecanopy.com/c/tomlinson-and-co?utm_source=email&utm_medium=email&utm_campaign=homeowners_fl_expired_reactivation_202602_v5&utm_content=email_a&utm_term=expired_homeowners,tco-home-email-exp-a5
