long_url,title,custom_back_half
https://app.usecanopy.com/c/tomlinson-and-co?utm_source=instagram&utm_medium=paid_social&utm_campaign=homeowners_fl_quote_intent_newhomeowners_202602_v4&utm_content=video_hook1&utm_term=new_homeowners,instagram | homeowners_fl_quote_intent_newhomeowners_202602_v4 | video_hook1,tco-home-ig-nh-video_hook1
https://app.usecanopy.com/c/tomlinson-and-co?utm_source=facebook&utm_medium=paid_social&utm_campaign=homeowners_fl_quote_intent_overpaying_202602_v4&utm_content=video_hook1&utm_term=overpaying_segment,facebook | homeowners_fl_quote_intent_overpaying_202602_v4 | video_hook1,tco-home-fb-op-video_hook1
https://app.usecanopy.com/c/tomlinson-and-co?utm_source=instagram&utm_medium=paid_social&utm_campaign=homeowners_fl_quote_intent_coastal_202602_v4&utm_content=video_hook1&utm_term=coastal_zip,instagram | homeowners_fl_quote_intent_coastal_202602_v4 | video_hook1,tco-home-ig-co-video_hook1
https://app.usecanopy.com/c/tomlinson-and-co?utm_source=facebook&utm_medium=paid_social&utm_campaign=homeowners_fl_quote_intent_rateincrease_202602_v5&utm_content=video_hook2&utm_term=renewal_shoppers,facebook | homeowners_fl_quote_intent_rateincrease_202602_v5 | video_hook2,tco-home-fb-ri-video_hook2
https://app.usecanopy.com/c/tomlinson-and-co?utm_source=instagram&utm_medium=paid_social&utm_campaign=homeowners_fl_quote_intent_newhomeowners_202602_v5&utm_content=video_hook2&utm_term=new_homeowners,instagram | homeowners_fl_quote_intent_newhomeowners_202602_v5 | video_hook2,tco-home-ig-nh-video_hook2
https://app.usecanopy.com/c/tomlinson-and-co?utm_source=facebook&utm_medium=paid_social&utm_campaign=homeowners_fl_quote_intent_overpaying_202602_v5&utm_content=video_hook2&utm_term=overpaying_segment,facebook | homeowners_fl_quote_intent_overpaying_202602_v5 | video_hook2,tco-home-fb-op-video_hook2
https://app.usecanopy.com/c/tomlinson-and-co?utm_source=instagram&utm_medium=paid_social&utm_campaign=homeowners_fl_quote_intent_coastal_202602_v5&utm_content=video_hook2&utm_term=coastal_zip,instagram | homeowners_fl_quote_intent_coastal_202602_v5 | video_hook2,tco-home-ig-co-video_hook2
https://app.usecanopy.com/c/tomlinson-and-co?utm_source=google&utm_medium=paid_search&utm_campaign=homeowners_fl_quote_intent_search_202602_v1&utm_content=textad_a&utm_term=florida_homeowners_insurance_quote,google | homeowners_fl_quote_intent_search_202602_v1 | textad_a,tco-home-goog-a-1
https://app.usecanopy.com/c/tomlinson-and-co?utm_source=google&utm_medium=paid_search&utm_campaign=homeowners_fl_quote_intent_search_202602_v1&utm_content=textad_b&utm_term=florida_homeowners_insurance_quote,google | homeowners_fl_quote_intent_search_202602_v1 | textad_b,tco-home-goog-b-1
https://app.usecanopy.com/c/tomlinson-and-co?utm_source=google&utm_medium=paid_search&utm_campaign=homeowners_fl_quote_intent_search_202602_v2&utm_content=textad_a&utm_term=home_insurance_florida,google | homeowners_fl_quote_intent_search_202602_v2 | textad_a,tco-home-goog-a-2
https://app.usecanopy.com/c/tomlinson-and-co?utm_source=google&utm_medium=paid_search&utm_campaign=homeowners_fl_quote_intent_search_202602_v2&utm_content=textad_b&utm_term=home_insurance_florida,google | homeowners_fl_quote_intent_search_202602_v2 | textad_b,tco-home-goog-b-2
https://app.usecanopy.com/c/tomlinson-and-co?utm_source=google&utm_medium=paid_search&utm_campaign=homeowners_fl_quote_intent_search_202602_v3&utm_content=textad_a&utm_term=shop_homeowners_insurance,google | homeowners_fl_quote_intent_search_202602_v3 | textad_a,tco-home-goog-a-3
https://app.usecanopy.com/c/tomlinson-and-co?utm_source=google&utm_medium=paid_search&utm_campaign=homeowners_fl_quote_intent_search_202602_v3&utm_content=textad_b&utm_term=shop_homeowners_insurance,google | homeowners_fl_quote_intent_search_202602_v3 | textad_b,tco-home-goog-b-3
https://app.usecanopy.com/c/tomlinson-and-co?utm_source=google&utm_medium=paid_search&utm_campaign=homeowners_fl_quote_intent_search_202602_v4&utm_content=textad_a&utm_term=best_homeowners_insurance_fl,google | homeowners_fl_quote_intent_search_202602_v4 | textad_a,tco-home-goog-a-4
https://app.usecanopy.com/c/tomlinson-and-co?utm_source=google&utm_medium=paid_search&utm_campaign=homeowners_fl_quote_intent_search_202602_v4&utm_content=textad_b&utm_term=best_homeowners_insurance_fl,google | homeowners_fl_quote_intent_search_202602_v4 | textad_b,tco-home-goog-b-4
https://app.usecanopy.com/c/tomlinson-and-co?utm_source=google&utm_medium=paid_search&utm_campaign=homeowners_fl_quote_intent_search_202602_v5&utm_content=textad_a&utm_term=home_policy_review_florida,google | homeowners_fl_quote_intent_search_202602_v5 | textad_a,tco-home-goog-a-5
https://app.usecanopy.com/c/tomlinson-and-co?utm_source=google&utm_medium=paid_search&utm_campaign=homeowners_fl_quote_intent_search_202602_v5&utm_content=textad_b&utm_term=home_policy_review_florida,google | homeowners_fl_quote_intent_search_202602_v5 | textad_b,tco-home-goog-b-5
https://app.usecanopy.com/c/tomlinson-and-co?utm_source=partner_jane_smith&utm_medium=referral&utm_campaign=homeowners_fl_partner_referral_202602_v1&utm_content=intro_link_a&utm_term=loan_officer_jane,partner_jane_smith | homeowners_fl_partner_referral_202602_v1 | intro_link_a,tco-home-partner-1-a
https://app.usecanopy.com/c/tomlinson-and-co?utm_source=partner_jane_smith&utm_medium=referral&utm_campaign=homeowners_fl_partner_referral_202602_v1&utm_content=intro_link_b&utm_term=loan_officer_jane,partner_jane_smith | homeowners_fl_partner_referral_202602_v1 | intro_link_b,tco-home-partner-1-b
https://app.usecanopy.com/c/tomlinson-and-co?utm_source=partner_mike_ross&utm_medium=referral&utm_campaign=homeowners_fl_partner_referral_202602_v2&utm_content=intro_link_a&utm_term=loan_officer_mike,partner_mike_ross | homeowners_fl_partner_referral_202602_v2 | intro_link_a,tco-home-partner-2-a
https://app.usecanopy.com/c/tomlinson-and-co?utm_source=partner_mike_ross&utm_medium=referral&utm_campaign=homeowners_fl_partner_referral_202602_v2&utm_content=intro_link_b&utm_term=loan_officer_mike,partner_mike_ross | homeowners_fl_partner_referral_202602_v2 | intro_link_b,tco-home-partner-2-b
https://app.usecanopy.com/c/tomlinson-and-co?utm_source=partner_sarah_lee&utm_medium=referral&utm_campaign=homeowners_fl_partner_referral_202602_v3&utm_content=intro_link_a&utm_term=realtor_sarah,partner_sarah_lee | homeowners_fl_partner_referral_202602_v3 | intro_link_a,tco-home-partner-3-a
https://app.usecanopy.com/c/tomlinson-and-co?utm_source=partner_sarah_lee&utm_medium=referral&utm_campaign=homeowners_fl_partner_referral_202602_v3&utm_content=intro_link_b&utm_term=realtor_sarah,partner_sarah_lee | homeowners_fl_partner_referral_202602_v3 | intro_link_b,tco-home-partner-3-b
https://app.usecanopy.com/c/tomlinson-and-co?utm_source=partner_tony_diaz&utm_medium=referral&utm_campaign=homeowners_fl_partner_referral_202602_v4&utm_content=intro_link_a&utm_term=realtor_tony,partner_tony_diaz | homeowners_fl_partner_referral_202602_v4 | intro_link_a,tco-home-partner-4-a
https://app.usecanopy.com/c/tomlinson-and-co?utm_source=partner_tony_diaz&utm_medium=referral&utm_campaign=homeowners_fl_partner_referral_202602_v4&utm_content=intro_link_b&utm_term=realtor_tony,partner_tony_diaz | homeowners_fl_partner_referral_202602_v4 | intro_link_b,tco-home-partner-4-b
https://app.usecanopy.com/c/tomlinson-and-co?utm_source=partner_closing_team_a&utm_medium=referral&utm_campaign=homeowners_fl_partner_referral_202602_v5&utm_content=intro_link_a&utm_term=closing_agent_teama,partner_closing_team_a | homeowners_fl_partner_referral_202602_v5 | intro_link_a,tco-home-partner-5-a
https://app.usecanopy.com/c/tomlinson-and-co?utm_source=partner_closing_team_a&utm_medium=referral&utm_campaign=homeowners_fl_partner_referral_202602_v5&utm_content=intro_link_b&utm_term=closing_agent_teama,partner_closing_team_a | homeowners_fl_partner_referral_202602_v5 | intro_link_b,tco-home-partner-5-b
https://app.usecanopy.com/c/tomlinson-and-co?utm_source=sms&utm_medium=sms&utm_campaign=homeowners_fl_expired_reactivation_202602_v1&utm_content=sms_short_a&utm_term=expired_homeowners,sms | homeowners_fl_expired_reactivation_202602_v1 | sms_short_a,tco-home-sms-exp-a1
https://app.usecanopy.com/c/tomlinson-and-co?utm_source=email&utm_medium=email&utm_campaign=homeowners_fl_expired_reactivation_202602_v1&utm_content=email_a&utm_term=expired_homeowners,email | homeowners_fl_expired_reactivation_202602_v1 | email_a,tco-home-email-exp-a1
https://app.usecanopy.com/c/tomlinson-and-co?utm_source=sms&utm_medium=sms&utm_campaign=homeowners_fl_expired_reactivation_202602_v2&utm_content=sms_short_a&utm_term=expired_homeowners,sms | homeowners_fl_expired_reactivation_202602_v2 | sms_short_a,tco-home-sms-exp-a2
https://app.usecanopy.com/c/tomlinson-and-co?utm_source=email&utm_medium=email&utm_campaign=homeowners_fl_expired_reactivation_202602_v2&utm_content=email_a&utm_term=expired_homeowners,email | homeowners_fl_expired_reactivation_202602_v2 | email_a,tco-home-email-exp-a2
https://app.usecanopy.com/c/tomlinson-and-co?utm_source=sms&utm_medium=sms&utm_campaign=homeowners_fl_expired_reactivation_202602_v3&utm_content=sms_short_a&utm_term=expired_homeowners,sms | homeowners_fl_expired_reactivation_202602_v3 | sms_short_a,tco-home-sms-exp-a3
https://app.usecanopy.com/c/tomlinson-and-co?utm_source=email&utm_medium=email&utm_campaign=homeowners_fl_expired_reactivation_202602_v3&utm_content=email_a&utm_term=expired_homeowners,email | homeowners_fl_expired_reactivation_202602_v3 | email_a,tco-home-email-exp-a3
https://app.usecanopy.com/c/tomlinson-and-co?utm_source=sms&utm_medium=sms&utm_campaign=homeowners_fl_expired_reactivation_202602_v4&utm_content=sms_short_a&utm_term=expired_homeowners,sms | homeowners_fl_expired_reactivation_202602_v4 | sms_short_a,tco-home-sms-exp-a4
https://app.usecanopy.com/c/tomlinson-and-co?utm_source=email&utm_medium=email&utm_campaign=homeowners_fl_expired_reactivation_202602_v4&utm_content=email_a&utm_term=expired_homeowners,email | homeowners_fl_expired_reactivation_202602_v4 | email_a,tco-home-email-exp-a4
https://app.usecanopy.com/c/tomlinson-and-co?utm_source=sms&utm_medium=sms&utm_campaign=homeowners_fl_expired_reactivation_202602_v5&utm_content=sms_short_a&utm_term=expired_homeowners,sms | homeowners_fl_expired_reactivation_202602_v5 | sms_short_a,tco-home-sms-exp-a5
https://app.usecanopy.com/c/tomlinson-and-co?utm_source=email&utm_medium=email&utm_campaign=homeowners_fl_expired_reactivation_202602_v5&utm_content=email_a&utm_term=expired_homeowners,email | homeowners_fl_expired_reactivation_202602_v5 | email_a,tco-home-email-exp-a5
